initial_museum_id,initial_museum_name,initial_museum_size,initial_museum_governance,initial_museum_accreditation,initial_museum_subject,initial_museum_town,initial_museum_region,initial_museum_postcode,super_event_id,super_event_date,super_event_reasons,event_id,event_stage_in_path,event_type,event_core_type,event_type_uncertainty,event_is_end_of_existence,event_is_change_of_ownership,event_is_change_of_custody,event_date,event_date_from,event_date_to,previous_event_id,sender_id,sender_name,sender_mm_id,sender_type,sender_core_type,sender_sector,recipient_id,recipient_name,recipient_mm_id,recipient_quantity,recipient_type,recipient_core_type,recipient_sector,recipient_size,recipient_governance,recipient_accreditation,recipient_subject,recipient_town,recipient_region,recipient_postcode,object_id,parent_object_id,object_size,object_quantity,object_status,object_types,object_description
mm.misc.060,Brooklands Agricultural Farm Implements Museum,small,unknown governance,unaccredited,rural industry: farming,Guernsey,Channel Islands,GY5 7LS,cm2,2005,low visitor numbers,event1,0,stored-onsite,stored,certain,False,False,False,2005,,,,museummm.misc.060,Brooklands Agricultural Farm Implements Museum,mm.misc.060,museum,museum,unknown,,,,,,,,,,,,,,,cm2bafim-remainder,,all,,collection,"['agricultural tool', 'hand tool']",included dairy tools
mm.misc.060,Brooklands Agricultural Farm Implements Museum,small,unknown governance,unaccredited,rural industry: farming,Guernsey,Channel Islands,GY5 7LS,cm2,2005,low visitor numbers,event2,0,destroyed-fire,damaged/destroyed,certain,True,False,False,2008,,,,museummm.misc.060,Brooklands Agricultural Farm Implements Museum,mm.misc.060,museum,museum,unknown,unknown_end of existence_2,unknown end of existence 2,,1,end of existence,end of existence,unknown,,,,,,,,cm2bafim,,most,,collection,"['agricultural tool', 'hand tool']",included dairy tools
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event4,0,loaned,loaned,certain,False,False,True,2010,,,,museummm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",mm.domus.SE387,museum,museum,university,bm,British Museum,mm.domus.SE073,1,museum,museum,public,huge,national,accredited,mixed: encyclopaedic,London,London,WC1B 3DG,cm3pdc-cer,,some,,loan,['ceramic'],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event5,1,displayed,displayed,certain,False,False,False,2010,,,event4,bm,British Museum,mm.domus.SE073,museum,museum,public,,,,,,,,,,,,,,,cm3pdc-cer,,some,,loan,['ceramic'],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event6,0,loaned,loaned,certain,False,False,True,2010,,,,museummm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",mm.domus.SE387,museum,museum,university,soas,School of Oriental and African Studies,,1,university,education/research,university,,,,,London,London,WC1H 0XG,cm3pdc-books,,some,,loan,['book'],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event7,0,transferred,transferred,certain,False,True,True,2010,,,,museummm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",mm.domus.SE387,museum,museum,university,soas,School of Oriental and African Studies,,1,university,education/research,university,,,,,London,London,WC1H 0XG,cm3pdc-hand,,some,,collection,[''],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event8,1,stored-offsite,stored,certain,False,False,True,2010,,,event7,soas,School of Oriental and African Studies,,university,education/research,university,unknown_storage_8,unknown storage 8,,1,storage,storage,unknown,,,,,,,,cm3pdc-hand,,some,,collection,[''],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event9,2,used-teaching,used,certain,False,False,False,2010,,,event8,unknown_storage_8,unknown storage 8,,storage,storage,unknown,,,,,,,,,,,,,,,cm3pdc-hand-1,cm3pdc-hand,some,,collection,[''],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event10,1,transferred,transferred,certain,False,True,True,2023,,,event6,soas,School of Oriental and African Studies,,university,education/research,university,soas,School of Oriental and African Studies,,1,university,education/research,university,,,,,London,London,WC1H 0XG,cm3pdc-books,,some,,loan,['book'],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event11,2,transferred,transferred,certain,False,True,True,2023,,,event8,unknown_storage_8,unknown storage 8,,storage,storage,unknown,soas,School of Oriental and African Studies,,1,university,education/research,university,,,,,London,London,WC1H 0XG,cm3pdc-hand,,some,,collection,[''],
mm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",medium,university,unaccredited,arts: ceramics,London,London,WC1H 0PD,cm3,2010,financial - funding cut - external funding cut,event12,0,transferred,transferred,certain,False,True,True,2010,,,,museummm.domus.SE387,"Percival David Foundation Of Chinese Art, University Of London",mm.domus.SE387,museum,museum,university,museum-freemasonry,Library And Museum Freemasonry,mm.ace.1101,1,museum,museum,third,medium,not-for-profit,accredited,belief & identity: freemasons,London,London,WC2B 5AZ,cm3pdc-stands,,some,,museum-stuff,['stand'],perspex display stands
mm.aim82NM.133,Finkley Down Farm Museum,small,private,unaccredited,rural industry: farming,Andover,South East,SP11 6NF,cm4,2011,low visitor numbers; loss of premises - change of use - space repurposed,event14,0,sent-to-auction,sold,certain,False,True,True,?,,,,museummm.aim82NM.133,Finkley Down Farm Museum,mm.aim82NM.133,museum,museum,private,unknown_auction house_14,unknown auction house 14,,1,auction house,trader,unknown,,,,,,,,cm4fdfm-romany,,some,,collection,['horse-drawn vehicle'],Romany caravans
mm.aim82NM.133,Finkley Down Farm Museum,small,private,unaccredited,rural industry: farming,Andover,South East,SP11 6NF,cm4,2011,low visitor numbers; loss of premises - change of use - space repurposed,event15,0,kept,kept,certain,False,False,False,?,,,,museummm.aim82NM.133,Finkley Down Farm Museum,mm.aim82NM.133,museum,museum,private,,,,,,,,,,,,,,,cm4fdfm-mann,,some,,museum-stuff,['mannequin'],
mm.aim82NM.133,Finkley Down Farm Museum,small,private,unaccredited,rural industry: farming,Andover,South East,SP11 6NF,cm4,2011,low visitor numbers; loss of premises - change of use - space repurposed,event16,1,used-set_dressing,used,certain,False,False,False,?,,,event15,museummm.aim82NM.133,Finkley Down Farm Museum,mm.aim82NM.133,museum,museum,private,,,,,,,,,,,,,,,cm4fdfm-mann,,some,,museum-stuff,['mannequin'],
mm.aim82NM.133,Finkley Down Farm Museum,small,private,unaccredited,rural industry: farming,Andover,South East,SP11 6NF,cm4,2011,low visitor numbers; loss of premises - change of use - space repurposed,event17,0,destroyed-fire,damaged/destroyed,certain,True,False,False,?,,,,museummm.aim82NM.133,Finkley Down Farm Museum,mm.aim82NM.133,museum,museum,private,unknown_end of existence_17,unknown end of existence 17,,1,end of existence,end of existence,unknown,,,,,,,,cm4fdfm-misc,,some,,collection,['miscellaneous'],
mm.aim82NM.133,Finkley Down Farm Museum,small,private,unaccredited,rural industry: farming,Andover,South East,SP11 6NF,cm4,2011,low visitor numbers; loss of premises - change of use - space repurposed,event18,0,kept,kept,certain,False,False,False,?,,,,museummm.aim82NM.133,Finkley Down Farm Museum,mm.aim82NM.133,museum,museum,private,,,,,,,,,,,,,,,cm4fdfm-agri,,some,,collection,"['plough', 'agricultural machinery']",
mm.aim82NM.133,Finkley Down Farm Museum,small,private,unaccredited,rural industry: farming,Andover,South East,SP11 6NF,cm4,2011,low visitor numbers; loss of premises - change of use - space repurposed,event19,1,used-set_dressing,used,certain,False,False,False,?,,,event18,museummm.aim82NM.133,Finkley Down Farm Museum,mm.aim82NM.133,museum,museum,private,,,,,,,,,,,,,,,cm4fdfm-agri,,some,,collection,"['plough', 'agricultural machinery']",
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event21,0,acquired by liquidation,transferred,certain,False,True,False,2006,,,,museummm.wiki.278,Warship Preservation Trust,mm.wiki.278,museum,museum,third,mdhc,Mersey Docks and Harbour Company,,1,dock management company,transport provider,private,,,,,Liverpool,North West,L21 1LA,cm5wpt-onyx,,some,1,collection,['attack submarine'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event22,1,direct sale,sold,certain,False,True,True,2006-05,,,event21,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,p28,Person28,,1,individual,individual,private,,,,,Barrow-in-Furness,,,cm5wpt-onyx,,some,1,collection,['attack submarine'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event23,2,transferred,transferred,?,False,True,True,2006-06,,,event22,p28,Person28,,individual,individual,private,shc-barrow,Submarine Heritage Centre Trust,,1,charity,other organisation,third,,,,,Barrow-in-Furness,,LA13 OLJ,cm5wpt-onyx,,some,1,collection,['attack submarine'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event24,3,acquired by liquidator,transferred,certain,False,True,True,2014,,,event23,shc-barrow,Submarine Heritage Centre Trust,,charity,other organisation,third,shc-liquidators,Unnamed liquidators,,1,liquidator,trader,private,,,,,,,,cm5wpt-onyx,,some,1,collection,['attack submarine'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event25,4,direct sale,sold,certain,False,True,True,2014,,,event24,shc-liquidators,Unnamed liquidators,,liquidator,trader,private,hmsonyxscrap,Unnamed scrap merchant,,1,scrapyard,trader,private,,,,,Rosneath,,,cm5wpt-onyx,,some,1,collection,['attack submarine'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event26,5,scrapped,damaged/destroyed,certain,True,False,False,2014,,,event25,hmsonyxscrap,Unnamed scrap merchant,,scrapyard,trader,private,unknown_end of existence_26,unknown end of existence 26,,1,end of existence,end of existence,unknown,,,,,,,,cm5wpt-onyx,,some,1,collection,['attack submarine'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event27,0,acquired by liquidation,transferred,certain,False,True,True,2006,,,,museummm.wiki.278,Warship Preservation Trust,mm.wiki.278,museum,museum,third,mdhc,Mersey Docks and Harbour Company,,1,dock management company,transport provider,private,,,,,Liverpool,North West,L21 1LA,cm5wpt-plymouth,,some,1,collection,['frigate'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event28,1,transferred,transferred,certain,False,True,True,2012,,,event27,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,wirral-council,Wirral Council,,1,local authority,civic organisation,public,,,,,Birkenhead,North West,CH41 5EU,cm5wpt-plymouth-bell_etc,cm5wpt-plymouth,few,,collection,"['miscellaneous', ""ship's bell""]",
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event29,1,transferred,transferred,certain,False,True,True,2012,,,event27,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,wirral-council,Wirral Council,,1,local authority,civic organisation,public,,,,,Birkenhead,North West,CH41 5EU,cm5wpt-plymouth-chapel_etc,cm5wpt-plymouth,few,,collection,"['chapel', 'ship plaque']",
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event30,2,transferred,transferred,certain,False,True,True,2013,,,event28,wirral-council,Wirral Council,,local authority,civic organisation,public,nmrn,"National Museum of The Royal Navy, Portsmouth",mm.domus.SE351,1,museum,museum,public,large,national,accredited,war & conflict: navy,Portsmouth,South East,PO1 3NH,cm5wpt-plymouth-bell_etc,cm5wpt-plymouth,few,,collection,"['miscellaneous', ""ship's bell""]",
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event31,2,transferred,transferred,certain,False,True,True,2013,,,event29,wirral-council,Wirral Council,,local authority,civic organisation,public,fort_perch_rock,Fort Perch Rock Museum,mm.wiki.273,1,museum,museum,private,small,private,unaccredited,other,Wirral,North West,CH45 2JU,cm5wpt-plymouth-chapel_etc,cm5wpt-plymouth,few,,collection,"['chapel', 'ship plaque']",
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event32,1,direct sale,sold,certain,False,True,True,2013/2014,,,event27,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,hmsplymouthscrap,Unnamed scrap yard,,1,scrapyard,trader,private,,,,,Aliağa,,,cm5wpt-plymouth,,some,1,collection,['frigate'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event33,2,scrapped,damaged/destroyed,certain,True,False,False,2014,,,event32,hmsplymouthscrap,Unnamed scrap yard,,scrapyard,trader,private,unknown_end of existence_33,unknown end of existence 33,,1,end of existence,end of existence,unknown,,,,,,,,cm5wpt-plymouth,,some,1,collection,['frigate'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event34,0,acquired by liquidation,transferred,certain,False,True,True,2006,,,,museummm.wiki.278,Warship Preservation Trust,mm.wiki.278,museum,museum,third,mdhc,Mersey Docks and Harbour Company,,1,dock management company,transport provider,private,,,,,Liverpool,North West,L21 1LA,cm5wpt-bronington,,some,1,collection,['minesweeper'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event35,1,sank,damaged/destroyed,certain,False,False,False,2016,,,event34,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,,,,,,,,,,,,,,,cm5wpt-bronington,,some,1,collection,['minesweeper'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event36,0,acquired by liquidation,transferred,certain,False,True,True,2006,,,,museummm.wiki.278,Warship Preservation Trust,mm.wiki.278,museum,museum,third,mdhc,Mersey Docks and Harbour Company,,1,dock management company,transport provider,private,,,,,Liverpool,North West,L21 1LA,cm5wpt-u534,,some,1,collection,['U-boat'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event37,1,direct sale,sold,certain,False,True,True,2007,,,event36,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,mtta,Merseytravel transit authority,,1,transport authority,transport provider,public,,,,,Liverpool,North West,L69 3HN,cm5wpt-u534,,some,1,collection,['U-boat'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event38,2,modified,modified,certain,False,False,False,2008,,,event37,mtta,Merseytravel transit authority,,transport authority,transport provider,public,,,,,,,,,,,,,,,cm5wpt-u534,,some,1,collection,['U-boat'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event39,3,transferred,transferred,certain,False,True,True,2008,,,event38,mtta,Merseytravel transit authority,,transport authority,transport provider,public,ubstory,U-boat Story,mm.wiki.274,1,museum,museum,unknown,small,unknown governance,unaccredited,war & conflict: navy,Birkenhead,North West,CH41 6DU,cm5wpt-u534,,some,1,collection,['U-boat'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event40,4,displayed,displayed,certain,False,False,False,2008,,,event39,ubstory,U-boat Story,mm.wiki.274,museum,museum,unknown,,,,,,,,,,,,,,,cm5wpt-u534,,some,1,collection,['U-boat'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event41,5,transferred,transferred,certain,False,True,False,2021,,,event40,ubstory,U-boat Story,mm.wiki.274,museum,museum,unknown,bh_liverpool,Big Heritage,,1,heritage society,heritage,hybrid,,,,,Liverpool,North West,L2 8SZ,cm5wpt-u534,,some,1,collection,['U-boat'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event42,0,acquired by liquidation,transferred,certain,False,True,True,2006,,,,museummm.wiki.278,Warship Preservation Trust,mm.wiki.278,museum,museum,third,mdhc,Mersey Docks and Harbour Company,,1,dock management company,transport provider,private,,,,,Liverpool,North West,L21 1LA,cm5wpt-lct7074,,some,1,collection,['landing craft tank'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event43,1,sank,damaged/destroyed,certain,False,False,False,2006/2014,,,event42,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,,,,,,,,,,,,,,,cm5wpt-lct7074,,some,1,collection,['landing craft tank'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event44,2,salvaged,rescued,certain,False,True,False,2014,,,event43,mdhc,Mersey Docks and Harbour Company,,dock management company,transport provider,private,nmrn,"National Museum of The Royal Navy, Portsmouth",mm.domus.SE351,1,museum,museum,public,large,national,accredited,war & conflict: navy,Portsmouth,South East,PO1 3NH,cm5wpt-lct7074,,some,1,collection,['landing craft tank'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event45,3,restored,modified,certain,False,False,False,,2015,2020,event44,nmrn,"National Museum of The Royal Navy, Portsmouth",mm.domus.SE351,museum,museum,public,,,,,,,,,,,,,,,cm5wpt-lct7074,,some,1,collection,['landing craft tank'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event46,4,transferred,transferred,certain,False,True,True,2020,,,event45,nmrn,"National Museum of The Royal Navy, Portsmouth",mm.domus.SE351,museum,museum,public,ddsp,The D-Day Story,mm.domus.SE241,1,museum,museum,public,large,local authority,accredited,war & conflict: event or site,Portsmouth,South East,PO5 3NT,cm5wpt-lct7074,,some,1,collection,['landing craft tank'],
mm.wiki.278,Warship Preservation Trust,small,not-for-profit,unaccredited,war & conflict: military,Wirral,North West,CH41 1DP,cm5,2006,loss of premises - redevelopment - redevelopment of site,event47,5,displayed,displayed,certain,False,False,False,2020,,,event46,ddsp,The D-Day Story,mm.domus.SE241,museum,museum,public,,,,,,,,,,,,,,,cm5wpt-lct7074,,some,1,collection,['landing craft tank'],
mm.domus.SC236,Falconer Museum,medium,local authority,accredited,local histories,Forres,Scotland,IV36 1PH,cm6,2019,financial - funding cut - local authority funding cut,event49,0,left-in-situ,left-in-situ,certain,False,False,False,2019,,,,falc-mus,Falconer Museum,mm.domus.SC236,museum,museum,public,,,,,,,,,,,,,,,cm6falc-main,,most,,collection,['miscellaneous'],Main Collection
mm.domus.SC236,Falconer Museum,medium,local authority,accredited,local histories,Forres,Scotland,IV36 1PH,cm6,2019,financial - funding cut - local authority funding cut,event50,0,stored-onsite,stored,certain,False,False,False,,,,,falc-mus,Falconer Museum,mm.domus.SC236,museum,museum,public,,,,,,,,,,,,,,,cm6falc-anson-publications,,some,,collection,['publication'],Peter Anson Collection
mm.domus.SC236,Falconer Museum,medium,local authority,accredited,local histories,Forres,Scotland,IV36 1PH,cm6,2019,financial - funding cut - local authority funding cut,event51,0,stored-onsite,stored,certain,False,False,False,,,,,falc-mus,Falconer Museum,mm.domus.SC236,museum,museum,public,,,,,,,,,,,,,,,cm6falc-anson-paintings,,some,,collection,['painting'],Peter Anson Collection
mm.wiki.044,Shire Horse Farm and Carriage Museum,small,private,unaccredited,rural industry: other,Redruth,South West,TR16 6LA,cm7,2020,financial - costs,event53,0,sold,sold,certain,False,True,True,2020/2021,,,,museummm.wiki.044,Shire Horse Farm and Carriage Museum,mm.wiki.044,museum,museum,private,unknown_actor_53,unknown actor 53,,1,actor,,unknown,,,,,,,,cm7shfcm-horses,,some,,collection,['horse'],
mm.wiki.044,Shire Horse Farm and Carriage Museum,small,private,unaccredited,rural industry: other,Redruth,South West,TR16 6LA,cm7,2020,financial - costs,event54,0,sent-to-auction,sold,certain,False,True,True,2020/2021,,,,museummm.wiki.044,Shire Horse Farm and Carriage Museum,mm.wiki.044,museum,museum,private,tilburys-auctioneers,Tilburys,,1,auction house,trader,private,,,,,,,,cm7shfcm-vehicles,,some,,collection,"['agricultural vehicle', 'wagon']",
mm.wiki.044,Shire Horse Farm and Carriage Museum,small,private,unaccredited,rural industry: other,Redruth,South West,TR16 6LA,cm7,2020,financial - costs,event55,0,kept,kept,certain,False,False,False,,,,,museummm.wiki.044,Shire Horse Farm and Carriage Museum,mm.wiki.044,museum,museum,private,,,,,,,,,,,,,,,cm7shfcm-misc,,some,,collection,"['agricultural machinery', 'wagon', 'cultivator']",
mm.wiki.101,Fort Paull Museum,small,not-for-profit,unaccredited,war & conflict: castles & forts,Paull,Yorks & Humber,HU12 8FP,cm8,2020,life events - retirement - retirement of owner,event57,0,sent-to-auction,sold,certain,False,True,True,2020-09-19 00:00:00,,,,fort-paull,Fort Paull Museum,mm.wiki.101,museum,museum,third,baitson-auctioneers,Gilbert Baitson Auctioneers,,1,auction house,trader,private,,,,,Hull,Yorks & Humber,HU3 6AB,cm8fortpaull-whole,,all,,collection,['miscellaneous'],
mm.wiki.101,Fort Paull Museum,small,not-for-profit,unaccredited,war & conflict: castles & forts,Paull,Yorks & Humber,HU12 8FP,cm8,2020,life events - retirement - retirement of owner,event58,1,sold-at-auction,sold,certain,False,True,True,2020-09-19 00:00:00,,,event57,baitson-auctioneers,Gilbert Baitson Auctioneers,,auction house,trader,private,p41,Person41,,1,individual,individual,private,,,,,Selby,,,cm8fortpaull-blackburn,cm8fortpaull-whole,few,1,collection,['Blackburn Beverley'],XB259
mm.aim.0881,Shoe Museum,small,unknown governance,unaccredited,arts: costume & textiles,Street,South West,BA16 0EQ,cm9,2019,strategic closure - replacement museum,event60,0,transferred,transferred,certain,False,True,True,2019,,,,museummm.aim.0881,Shoe Museum,mm.aim.0881,museum,museum,unknown,alfred-gillett,Alfred Gillett Trust,,1,charity,other organisation,third,,,,,Street,South West,BA16 0BQ,cm9shoemus-whole,,all,,collection,['miscellaneous'],
mm.wiki.240,Fylde Gallery,medium,local authority,unaccredited,arts: fine & decorative arts,Lytham,North West,FY8 3UT,cm10,2019,loss of premises - change of use,event62,0,transferred,transferred,certain,False,True,True,2019,,,,museummm.wiki.240,Fylde Gallery,mm.wiki.240,museum,museum,public,fylde-council,Fylde Borough Council,,1,local authority,civic organisation,public,,,,,Lytham Saint Annes,North West,FY8 1LW,cm10fylde-whole,,all,,collection,['work of art'],
mm.wiki.240,Fylde Gallery,medium,local authority,unaccredited,arts: fine & decorative arts,Lytham,North West,FY8 3UT,cm10,2019,loss of premises - change of use,event63,1,stored-offsite,stored,certain,False,False,True,2019,,,event62,fylde-council,Fylde Borough Council,,local authority,civic organisation,public,fylde-storage,Fylde Town hall specialised storage,,1,storage facility,storage,public,,,,,Lytham St Annes,North West,FY8 1LW,cm10fylde-whole,,all,,collection,['work of art'],
mm.wiki.240,Fylde Gallery,medium,local authority,unaccredited,arts: fine & decorative arts,Lytham,North West,FY8 3UT,cm10,2019,loss of premises - change of use,event64,2,displayed,displayed,certain,False,False,False,2023,,,event63,fylde-storage,Fylde Town hall specialised storage,,storage facility,storage,public,,,,,,,,,,,,,,,cm10fylde-some,cm10fylde-whole,some,,collection,[''],
mm.New.213,Genius Treasure Museum,small,private,unaccredited,arts: other,London,London,SE1 0PE,cm11,2019,life events - owner moved house,event66,0,kept,kept,certain,False,False,False,2019,,,,museummm.New.213,Genius Treasure Museum,mm.New.213,museum,museum,private,,,,,,,,,,,,,,,cm11genius-treasure-whole,,all,,collection,['work of art'],
mm.New.213,Genius Treasure Museum,small,private,unaccredited,arts: other,London,London,SE1 0PE,cm11,2019,life events - owner moved house,event67,1,stored,stored,certain,False,False,False,2019,,,event66,museummm.New.213,Genius Treasure Museum,mm.New.213,museum,museum,private,,,,,,,,,,,,,,,cm11genius-treasure-whole,,all,,collection,['work of art'],
mm.hha.066,Newhouse,medium,private,unaccredited,buildings: houses (large),Salisbury,South West,SP5 2NX,cm12,2019,life events - death - death of owner,event69,0,unknown,unknown,certain,False,False,False,,,,,museummm.hha.066,Newhouse,mm.hha.066,museum,museum,private,,,,,,,,,,,,,,,cm12newhouse-whole,,all,,collection,['miscellaneous'],
mm.domus.WA012,Bodelwyddan Castle,large,local authority,accredited,mixed: other,Rhyl,Wales,LL18 5YA,cm13,2019,financial - funding cut - local authority funding cut,event71,0,loans-returned,returned,certain,False,False,True,2019,,,,museummm.domus.WA012,Bodelwyddan Castle,mm.domus.WA012,museum,museum,public,npg,National Portrait Gallery,mm.domus.SE444,1,museum,museum,public,huge,national,accredited,arts: fine & decorative arts,London,London,WC2H 0HE,cm13bodelwyddan-whole,,all,,loan,['painting'],
mm.ace.1270,Otter Gallery,medium,university,accredited,arts: fine & decorative arts,Chichester,South East,PO19 6PE,cm14,2018,loss of premises - change of use,event73,0,stored-onsite,stored,certain,False,False,False,2018,,,,museummm.ace.1270,Otter Gallery,mm.ace.1270,museum,museum,university,,,,,,,,,,,,,,,cm14otter-gal-whole,,all,,collection,['work of art'],
mm.domus.NW009,"Platt Hall, The Gallery Of Costume",medium,local authority,accredited,arts: costume & textiles,Manchester,North West,M14 5LL,cm15,2017,building; building - condition of building - deterioration; collections - collection damaged - infestation,event75,0,transferred,transferred,certain,False,True,True,2017/..,,,,museummm.domus.NW009,"Platt Hall, The Gallery Of Costume",mm.domus.NW009,museum,museum,public,manchester-art,Manchester Art Gallery,mm.domus.NW008,1,museum,museum,public,large,local authority,accredited,arts: fine & decorative arts,Manchester,North West,M2 3JL,cm15platt-whole,,all,,collection,['Costume'],
